filename,otus,sequences,meanSeqLen,shortestSeq,longestSeq,pctMissingData,alignmentLen,shortSequencesRemoved,longBranchesRemoved,monophyliesMasked,nodesCollapsed,divergentOtusRemoved
OG0003870.iq.fa,27,52,256,99,656,0.7310722365869424,952,1,0,11,0,9
OG0001345.iq.fa,38,70,371,99,1139,0.7680598877105427,1603,1,4,7,0,10
OG0003033.iq.fa,39,64,228,100,321,0.4073024611398964,386,0,4,3,0,9
OG0004246.iq.fa,27,48,292,100,1139,0.7455654503330438,1151,0,2,2,0,5
OG0005313.iq.fa,32,37,171,99,279,0.4216034216034216,297,1,2,1,0,2
OG0000575.iq.fa,40,48,321,101,468,0.5023827923750644,647,0,4,3,0,2
OG0002603.iq.fa,21,45,234,105,334,0.31912144702842377,344,0,8,5,0,9
OG0007065.iq.fa,27,33,283,102,1173,0.7913770053475936,1360,0,3,0,0,2
OG0009469.iq.fa,23,25,217,118,439,0.5656,500,0,2,0,0,2
OG0003862.iq.fa,36,60,225,101,348,0.4038359788359788,378,0,3,7,0,9
OG0002180.iq.fa,38,54,451,99,862,0.5757955138236829,1065,1,3,2,0,4
OG0000737.iq.fa,44,73,583,99,1153,0.5652293831019582,1341,1,3,9,0,6
OG0007863.iq.fa,21,25,220,101,382,0.45,400,0,2,3,0,0
OG0005356.iq.fa,23,24,131,100,242,0.5824103375527426,316,0,2,0,0,1
OG0003792.iq.fa,26,58,216,100,562,0.7186673243352316,769,0,28,1,0,7
OG0007020.iq.fa,22,30,231,105,859,0.7480797101449276,920,0,2,0,0,2
OG0002297.iq.fa,38,46,354,99,570,0.4785490170967535,679,1,2,5,0,0
OG0000267.iq.fa,41,222,210,99,449,0.7639145304318876,893,1,60,5,0,29
OG0005189.iq.fa,27,30,230,101,304,0.3837789661319073,374,0,2,1,0,1
OG0007951.iq.fa,21,26,356,102,738,0.5704741579289228,829,0,2,1,0,1
OG0000958.iq.fa,41,65,480,99,1385,0.7144385026737968,1683,3,7,3,0,9
OG0001575.iq.fa,28,56,184,108,212,0.19967532467532467,231,0,0,0,0,19
OG0003603.iq.fa,38,42,206,99,596,0.6609492481203008,608,1,3,0,0,1
OG0004354.iq.fa,34,45,251,99,650,0.6677528254806987,757,1,3,0,0,2
OG0003297.iq.fa,43,50,442,110,2146,0.7938024231127679,2146,0,3,1,0,2
OG0004787.iq.fa,35,42,262,106,337,0.2369878183831672,344,0,2,3,0,1
OG0004604.iq.fa,34,39,243,102,338,0.36651976495726496,384,0,2,1,0,3
OG0004356.iq.fa,22,26,389,100,524,0.26406863457903157,529,0,0,0,0,1
OG0001530.iq.fa,35,66,306,99,1387,0.7964492404147576,1508,2,3,14,0,9
OG0003646.iq.fa,43,48,470,104,896,0.6049881152125279,1192,0,2,1,0,2
OG0006020.iq.fa,29,36,306,105,2190,0.8638530705004693,2249,0,2,2,0,1
OG0003928.iq.fa,34,51,348,102,1289,0.7473429951690821,1380,0,2,5,0,3
OG0007027.iq.fa,26,33,123,99,213,0.5097402597402597,252,1,2,0,0,6
OG0005690.iq.fa,28,29,363,107,455,0.2175750834260289,465,0,0,0,0,0
OG0006635.iq.fa,34,40,265,112,373,0.2895053475935829,374,0,4,5,0,0
OG0004082.iq.fa,45,50,308,104,604,0.5215193798449612,645,0,4,3,0,1
OG0001258.iq.fa,35,54,289,106,828,0.728348649401281,1064,0,0,1,0,9
OG0005960.iq.fa,26,27,366,121,547,0.4961843711843712,728,0,0,1,0,0
OG0008032.iq.fa,23,27,247,103,727,0.7020059866863244,829,0,0,1,0,1
OG0006748.iq.fa,34,36,181,101,231,0.26691308243727596,248,0,0,2,0,0
OG0006399.iq.fa,28,28,187,105,216,0.19359288779889638,233,0,2,0,0,0
OG0001689.iq.fa,23,88,181,99,765,0.8108351502512087,959,1,10,12,0,12
OG0003114.iq.fa,36,45,303,99,474,0.38153428377460963,491,1,3,3,0,2
OG0002706.iq.fa,45,56,382,103,506,0.3268674547283702,568,0,3,4,0,4
OG0002928.iq.fa,42,59,357,99,886,0.6641839738998966,1065,1,2,7,0,3
OG0003444.iq.fa,31,53,219,99,526,0.6927752232968659,714,1,2,7,0,6
OG0002256.iq.fa,39,67,451,99,1139,0.6651202444749547,1348,2,4,6,0,9
OG0008170.iq.fa,21,26,331,105,874,0.6431761786600496,930,0,2,0,0,1
OG0000689.iq.fa,27,78,378,99,2003,0.8856834382038125,3313,2,5,5,0,14
OG0001853.iq.fa,34,70,331,99,1745,0.854481546572935,2276,2,3,3,0,8
OG0000258.iq.fa,30,207,136,99,688,0.8752027575020276,1096,8,12,17,0,24
OG0002990.iq.fa,26,39,323,103,772,0.6950143792745113,1061,0,0,0,0,4
OG0002502.iq.fa,37,57,309,100,564,0.4680774100198951,582,0,4,2,0,9
OG0007364.iq.fa,32,35,182,104,229,0.36080200501253135,285,0,3,1,0,1
OG0005851.iq.fa,29,38,289,105,521,0.47209950057625816,548,0,2,2,0,5
OG0005802.iq.fa,21,38,186,100,575,0.6961489088575096,615,0,4,3,0,11
OG0005012.iq.fa,29,41,284,100,757,0.6309237962845949,772,0,2,4,0,2
OG0000044.iq.fa,47,361,132,99,442,0.8701292705447831,1020,27,38,38,0,33
OG0002196.iq.fa,44,54,219,99,322,0.4988134587676922,437,1,4,4,0,1
OG0005814.iq.fa,24,34,215,101,366,0.4828607702073635,417,0,2,1,0,7
OG0007321.iq.fa,26,35,254,107,586,0.5791863765373699,604,0,2,4,0,3
OG0002547.iq.fa,34,34,182,115,230,0.3289359861591695,272,0,0,0,0,0
OG0000674.iq.fa,37,116,208,99,980,0.8088830241158065,1091,4,15,9,0,19
OG0005057.iq.fa,36,44,196,101,283,0.39845704753961636,327,0,3,2,0,4
OG0001931.iq.fa,41,67,261,99,373,0.3614567748056782,409,1,0,2,0,18
OG0004851.iq.fa,34,43,317,99,566,0.4866063042416501,619,1,5,1,0,2
OG0003502.iq.fa,46,49,287,108,360,0.23027392775291936,374,0,4,0,0,1
OG0001674.iq.fa,38,63,619,99,2997,0.8044532627865961,3168,1,6,3,0,2
OG0004012.iq.fa,32,51,274,102,943,0.7201280512204882,980,0,2,3,0,3
OG0003990.iq.fa,31,45,256,100,527,0.5979766265480552,637,0,4,4,0,5
OG0003547.iq.fa,38,44,240,100,579,0.6071641124832614,611,0,3,1,0,2
OG0006321.iq.fa,22,38,193,103,676,0.7762395560163444,863,0,0,0,0,10
OG0004814.iq.fa,21,26,211,100,332,0.41118491536318835,359,0,0,3,0,2
OG0000631.iq.fa,31,122,234,99,382,0.5761272344588385,553,1,25,6,0,22
OG0001391.iq.fa,27,70,122,99,292,0.7068694463431305,418,4,4,11,0,9
OG0003526.iq.fa,40,49,310,100,1648,0.8401185396918809,1942,0,2,0,0,4
OG0004057.iq.fa,36,54,145,99,217,0.46446631132977995,271,1,0,3,0,10
OG0001631.iq.fa,38,51,337,100,598,0.5184033613445378,700,0,4,6,0,2
OG0009519.iq.fa,22,24,209,103,664,0.7021011396011396,702,0,2,1,0,1
OG0004486.iq.fa,33,51,283,101,479,0.45234573519930216,517,0,4,1,0,10
OG0003196.iq.fa,36,51,194,104,285,0.44159784257542556,349,0,4,1,0,14
OG0006398.iq.fa,29,33,282,102,1288,0.7839664791536449,1309,0,2,2,0,1
OG0000583.iq.fa,45,114,245,99,411,0.5984293795044076,611,2,0,5,0,35
OG0001517.iq.fa,42,50,282,103,372,0.4272210953346856,493,0,4,2,0,1
OG0000655.iq.fa,42,125,245,99,564,0.6114104595879556,631,1,0,7,0,30
OG0001047.iq.fa,31,84,171,99,249,0.4688701567583555,322,1,12,5,0,21
OG0001588.iq.fa,37,83,223,105,378,0.5562528443795061,503,0,0,7,0,20
OG0003900.iq.fa,41,56,114,101,128,0.2716105550500455,157,0,0,0,0,10
OG0006449.iq.fa,25,32,251,101,608,0.65283540802213,723,0,2,0,0,3
OG0004766.iq.fa,32,42,216,101,342,0.4489276626681207,393,0,2,4,0,0
OG0008826.iq.fa,22,32,144,99,219,0.40419238683127573,243,1,0,0,0,5
OG0005174.iq.fa,37,46,152,99,194,0.5128490068065009,313,1,3,0,0,6
OG0004236.iq.fa,35,49,228,100,624,0.6617860161816206,676,0,3,5,0,3
OG0005424.iq.fa,26,34,276,102,522,0.5350564468211527,594,0,3,2,0,3
OG0007293.iq.fa,28,29,181,103,194,0.285365191420038,254,0,2,1,0,0
OG0008286.iq.fa,29,29,185,99,271,0.3339513039179335,279,1,2,0,0,0
OG0000305.iq.fa,48,163,379,99,686,0.47031342249146496,717,2,2,16,0,41
OG0009494.iq.fa,26,27,134,122,208,0.4695246427529892,254,0,2,0,0,0
OG0004896.iq.fa,27,30,304,101,649,0.5595272551857212,691,0,0,0,0,1
OG0000588.iq.fa,41,69,678,101,2357,0.7624477327162749,2856,0,5,3,0,7
OG0008271.iq.fa,28,29,192,109,262,0.2662908089681395,263,0,0,1,0,0
OG0007098.iq.fa,24,36,244,99,1229,0.8230422897571957,1382,1,3,6,0,1
OG0007833.iq.fa,21,33,222,99,644,0.7140078577819271,779,1,2,3,0,3
OG0009005.iq.fa,24,26,224,100,349,0.5153680013291244,463,0,2,0,0,1
OG0004957.iq.fa,38,42,251,113,557,0.5682785141548028,582,0,2,2,0,1
OG0008617.iq.fa,22,26,250,99,801,0.7211859330880466,899,1,2,1,0,2
OG0009555.iq.fa,21,23,142,100,175,0.1962662736428396,177,0,2,1,0,1
OG0001019.iq.fa,40,67,557,101,2495,0.7910391839975842,2669,0,4,2,0,10
OG0000159.iq.fa,34,175,235,99,358,0.5459238830667402,518,1,40,6,0,29
OG0007352.iq.fa,31,34,251,113,360,0.4470069966312516,454,0,2,0,0,2
OG0000649.iq.fa,35,116,206,100,408,0.6183197607838148,542,0,0,18,0,22
OG0006540.iq.fa,35,36,181,107,196,0.17297979797979798,220,0,2,1,0,0
OG0007359.iq.fa,27,28,182,101,229,0.22487893462469732,236,0,2,1,0,0
OG0007602.iq.fa,29,32,111,103,128,0.15953947368421054,133,0,2,1,0,0
OG0008561.iq.fa,25,30,148,102,226,0.5470528455284552,328,0,2,1,0,2
OG0001549.iq.fa,34,70,410,100,2773,0.8598516277026698,2927,0,6,1,0,6
OG0006010.iq.fa,34,37,200,102,243,0.37921512844113464,323,0,2,2,0,0
OG0008788.iq.fa,23,24,189,100,273,0.372378587196468,302,0,0,1,0,0
OG0009524.iq.fa,23,24,186,106,495,0.6296296296296297,504,0,2,0,0,0
OG0004829.iq.fa,33,51,296,104,1736,0.8417434317393446,1871,0,2,3,0,2
OG0000864.iq.fa,39,57,257,99,350,0.307677796642143,372,1,7,5,0,4
OG0003731.iq.fa,42,49,206,113,1105,0.8138466907915282,1111,0,2,0,0,2
OG0002123.iq.fa,37,79,331,100,1140,0.7786710127426724,1499,0,0,8,0,13
OG0004268.iq.fa,33,37,295,103,385,0.28019990793713423,411,0,3,2,0,0
OG0001298.iq.fa,30,73,344,105,589,0.44426494345718903,619,0,14,2,0,11
OG0003261.iq.fa,30,54,312,101,1313,0.7843814789219073,1447,0,2,5,0,4
OG0008878.iq.fa,21,23,164,112,185,0.16685058485985435,197,0,0,1,0,1
OG0002473.iq.fa,45,64,421,99,643,0.4281504409769335,737,1,3,4,0,8
OG0004738.iq.fa,44,46,130,121,153,0.21581980094290204,166,0,4,0,0,1
OG0000112.iq.fa,40,295,227,99,1506,0.8893358834003825,2056,6,126,29,0,27
OG0004702.iq.fa,35,48,188,105,243,0.28590593434343436,264,0,2,0,0,10
OG0001164.iq.fa,44,82,409,100,901,0.5968641114982578,1015,0,4,13,0,10
OG0001700.iq.fa,39,88,352,101,1308,0.7867909750467187,1654,0,4,14,0,13
OG0003212.iq.fa,26,52,239,100,760,0.8061364202140902,1236,0,0,3,0,14
OG0006474.iq.fa,26,28,318,107,522,0.49797205948625506,634,0,2,1,0,0
OG0001927.iq.fa,45,62,307,99,604,0.5552962046589796,691,2,2,6,0,5
OG0000442.iq.fa,42,65,401,102,859,0.6510367892976588,1150,0,3,2,0,10
OG0001250.iq.fa,31,79,248,85,626,0.7304800780659437,921,1,9,5,0,19
OG0001121.iq.fa,47,103,399,100,1317,0.7144007161842371,1399,0,2,4,0,14
OG0004747.iq.fa,35,37,191,101,219,0.21007371007371006,242,0,2,0,0,1
OG0001962.iq.fa,22,45,216,99,377,0.47385779940524464,411,1,0,2,0,13
OG0006431.iq.fa,27,38,195,99,638,0.7000565930956423,651,1,2,2,0,0
OG0003686.iq.fa,35,57,271,103,483,0.5509178575578018,604,0,5,9,0,7
OG0002855.iq.fa,40,43,197,106,222,0.13933265925176946,230,0,2,1,0,1
OG0004396.iq.fa,30,36,219,102,384,0.5072247135027405,446,0,0,0,0,3
OG0004571.iq.fa,30,54,281,100,911,0.7420804504137838,1092,0,7,3,0,6
OG0003028.iq.fa,37,51,215,99,450,0.5792563600782779,511,1,6,2,0,4
OG0010363.iq.fa,21,21,160,101,225,0.3502988239830345,247,0,0,0,0,0
OG0005363.iq.fa,33,45,248,100,897,0.7341405508072175,936,0,2,6,0,2
OG0006696.iq.fa,35,39,159,99,194,0.21447517999242138,203,1,3,0,0,0
OG0004021.iq.fa,34,37,278,109,355,0.24294947121034077,368,0,2,2,0,0
OG0000298.iq.fa,45,177,302,99,679,0.727869401678164,1113,1,13,15,0,24
OG0005702.iq.fa,37,38,131,102,155,0.2712997964524571,181,0,2,0,0,1
OG0000927.iq.fa,36,42,333,102,562,0.5023064367326663,671,0,3,1,0,3
OG0003578.iq.fa,41,49,283,99,386,0.33148825567963036,424,1,3,0,0,2
OG0002212.iq.fa,41,64,250,99,564,0.6189684650455927,658,1,2,2,0,6
OG0007084.iq.fa,26,41,209,100,510,0.6155186277137497,546,0,3,1,0,3
OG0005633.iq.fa,29,41,270,100,1338,0.8048780487804879,1384,0,4,3,0,3
OG0008091.iq.fa,22,29,196,99,425,0.5499841822208162,436,1,2,2,0,1
OG0006966.iq.fa,21,29,219,99,641,0.7023815093809948,737,1,2,1,0,2
OG0002686.iq.fa,40,53,300,99,437,0.33249475890985325,450,1,2,7,0,3
OG0008209.iq.fa,22,31,231,100,571,0.6382452420616891,639,0,2,2,0,2
OG0005396.iq.fa,31,46,281,99,621,0.5529135273380797,629,1,4,2,0,4
OG0005747.iq.fa,29,40,227,103,357,0.44332107843137253,408,0,3,4,0,3
OG0000164.iq.fa,48,117,725,99,2464,0.7430661485194063,2824,2,0,6,0,20
OG0002257.iq.fa,29,73,244,99,972,0.8315701901169441,1449,2,6,8,0,17
OG0007431.iq.fa,24,31,272,103,802,0.6769607093716558,844,0,2,0,0,2
OG0000962.iq.fa,32,100,203,99,708,0.7504779411764706,816,1,5,1,0,22
OG0008625.iq.fa,23,23,133,102,171,0.24809629083763204,177,0,2,0,0,0
OG0001992.iq.fa,41,57,323,101,793,0.6767517596386176,1002,0,2,4,0,5
OG0010858.iq.fa,22,22,226,100,347,0.4058781532603522,382,0,0,0,0,0
OG0000520.iq.fa,41,113,293,99,924,0.7132311677099071,1025,3,0,14,0,25
OG0000121.iq.fa,43,215,308,99,1455,0.8335621681999021,1853,3,5,28,0,33
OG0008660.iq.fa,27,29,115,101,152,0.3628268283440697,182,0,2,1,0,0
OG0007489.iq.fa,28,33,237,100,682,0.6577154833638984,694,0,0,2,0,1
OG0001332.iq.fa,24,109,115,99,244,0.7848206839032527,539,5,10,4,0,15
OG0003585.iq.fa,29,35,266,99,449,0.5450024378352023,586,1,2,1,0,0
OG0007079.iq.fa,28,32,180,102,236,0.25745884773662553,243,0,2,0,0,1
OG0007058.iq.fa,23,28,142,99,432,0.6969972702456779,471,1,2,1,0,1
OG0000199.iq.fa,41,235,265,99,719,0.6967537993920973,875,1,52,20,0,35
OG0001662.iq.fa,33,48,261,102,451,0.6016260162601627,656,0,3,0,0,3
OG0000070.iq.fa,31,285,219,99,1146,0.8410287658364435,1382,10,107,19,0,28
OG0007529.iq.fa,32,32,114,104,143,0.2646233974358974,156,0,3,0,0,0
OG0002208.iq.fa,46,69,395,99,754,0.5502635046113307,880,2,4,3,0,5
OG0006058.iq.fa,23,33,262,101,798,0.6968645997547732,865,0,0,4,0,4
OG0004143.iq.fa,23,42,192,99,597,0.7092864336066753,662,1,0,1,0,10
OG0001548.iq.fa,23,86,176,99,541,0.7019438869869752,591,2,7,3,0,12
OG0005751.iq.fa,25,40,276,100,1172,0.7655055225148684,1177,0,3,3,0,3
OG0001199.iq.fa,43,83,308,99,1779,0.845155949777042,1994,2,6,6,0,8
OG0002758.iq.fa,45,50,278,100,314,0.1693134328358209,335,0,4,1,0,2
OG0004413.iq.fa,30,47,277,100,698,0.6351105767886599,761,0,3,4,0,1
OG0006489.iq.fa,23,34,235,99,855,0.7320149902964599,879,1,2,2,0,3
OG0005201.iq.fa,29,39,239,100,455,0.5519769949676492,535,0,2,5,0,0
OG0007760.iq.fa,29,30,113,104,129,0.14486215538847116,133,0,7,0,0,1
OG0004891.iq.fa,34,46,292,100,530,0.5165648580668344,605,0,2,3,0,3
OG0000239.iq.fa,41,237,201,99,795,0.860115309047573,1441,3,189,6,0,8
OG0006172.iq.fa,29,39,222,99,757,0.7645860495436767,944,2,2,1,0,0
OG0000548.iq.fa,32,127,223,99,1345,0.8546485400262467,1536,2,5,9,0,26
OG0005487.iq.fa,24,47,167,99,328,0.7047825599222226,569,2,0,3,0,13
OG0004295.iq.fa,41,44,185,102,250,0.34107027724049,282,0,3,2,0,1
OG0003113.iq.fa,31,55,296,101,757,0.7024594643833121,998,0,2,4,0,9
OG0006422.iq.fa,33,35,167,104,506,0.7370801612180923,638,0,2,0,0,1
OG0004097.iq.fa,26,37,314,101,550,0.5353830161522469,676,0,3,3,0,5
OG0001265.iq.fa,34,80,467,99,2151,0.8252660567587752,2678,1,6,7,0,14
OG0003587.iq.fa,32,32,153,103,169,0.1748991935483871,186,0,3,0,0,0
OG0008225.iq.fa,21,30,238,99,601,0.6781376518218624,741,1,3,5,0,1
OG0009167.iq.fa,25,30,238,100,896,0.7489638215665613,949,0,3,3,0,0
OG0006730.iq.fa,32,36,149,129,167,0.11044973544973545,168,0,3,0,0,1
OG0003156.iq.fa,29,40,196,124,265,0.5821276595744681,470,0,4,7,0,2
OG0003915.iq.fa,26,43,317,100,1443,0.8090251039581088,1661,0,3,2,0,4
OG0001220.iq.fa,41,53,422,101,1431,0.8008860185209896,2121,0,5,6,0,1
OG0004835.iq.fa,34,40,310,103,523,0.43554545454545457,550,0,2,3,0,2
OG0004446.iq.fa,31,51,345,99,4053,0.9199732744279909,4314,1,3,3,0,3
OG0003303.iq.fa,36,53,373,100,1158,0.722658330763408,1346,0,2,2,0,2
OG0000899.iq.fa,32,79,254,100,3963,0.9428305093416244,4454,0,2,10,0,19
OG0007775.iq.fa,21,29,207,103,1207,0.8346476164308284,1255,0,2,1,0,3
OG0002113.iq.fa,48,70,415,99,774,0.5707349468713105,968,1,4,6,0,7
OG0002950.iq.fa,37,66,254,101,648,0.6649122807017543,760,0,0,5,0,11
OG0005403.iq.fa,36,43,236,106,282,0.24048455843864502,311,0,4,2,0,1
OG0002511.iq.fa,32,62,346,99,2358,0.8745279378924108,2759,1,3,2,0,5
OG0003653.iq.fa,39,51,196,100,234,0.18959649975692758,242,0,0,0,0,5
OG0002041.iq.fa,45,60,391,100,1674,0.774822695035461,1739,0,4,8,0,4
OG0005891.iq.fa,24,24,118,106,133,0.13919082125603865,138,0,2,0,0,0
OG0005446.iq.fa,26,40,188,105,411,0.6101449275362318,483,0,3,1,0,4
OG0000906.iq.fa,35,104,304,99,1171,0.7747140987710515,1352,1,7,15,0,13
OG0008108.iq.fa,23,31,178,103,376,0.5635673624288425,408,0,2,2,0,3
OG0002587.iq.fa,34,45,283,103,496,0.5509420672653637,631,0,2,2,0,2
OG0004387.iq.fa,28,59,273,99,1130,0.7603627713351174,1140,1,0,3,0,13
OG0006530.iq.fa,27,35,553,105,2908,0.8303062163227757,3261,0,4,1,0,2
OG0005595.iq.fa,39,41,177,101,201,0.11624802815192331,201,0,2,0,0,2
OG0001069.iq.fa,34,93,346,100,717,0.6507600664040885,991,0,2,7,0,22
OG0007322.iq.fa,27,27,159,117,177,0.12372812372812372,182,0,0,0,0,0
OG0001882.iq.fa,38,79,220,100,415,0.5832595534923788,529,0,4,4,0,17
OG0008997.iq.fa,21,25,149,101,245,0.47944444444444445,288,0,4,1,0,3
OG0003766.iq.fa,35,54,406,99,1940,0.8118027666220438,2158,1,2,2,0,5
OG0006060.iq.fa,23,24,155,105,190,0.23570261437908496,204,0,2,0,0,0
OG0001539.iq.fa,37,85,237,102,1145,0.7960244802994284,1163,0,0,14,0,20
OG0001410.iq.fa,44,63,454,101,857,0.5141668788727612,935,0,4,4,0,5
OG0004276.iq.fa,26,31,258,92,598,0.6371308016877637,711,1,2,0,0,0
OG0007672.iq.fa,23,37,275,99,980,0.7790155833459763,1247,1,7,1,0,7
OG0007982.iq.fa,22,31,357,99,1027,0.6889941425408481,1151,1,2,4,0,2
OG0008337.iq.fa,23,24,584,102,1006,0.42173590504451036,1011,0,0,0,0,0
OG0009525.iq.fa,21,21,193,101,271,0.3538780060519191,299,0,2,0,0,0
OG0001455.iq.fa,44,63,554,102,886,0.429567574629303,972,0,5,4,0,4
OG0007100.iq.fa,24,26,293,100,1375,0.7990516332982086,1460,0,2,1,0,1
OG0002153.iq.fa,37,51,284,105,490,0.45488693561715876,522,0,3,4,0,3
OG0004218.iq.fa,38,40,210,106,249,0.21595149253731344,268,0,2,2,0,0
OG0003741.iq.fa,37,45,212,107,255,0.33116018226428323,317,0,3,0,0,5
OG0005276.iq.fa,32,47,416,99,2329,0.8212674641585244,2330,2,2,1,0,3
OG0007943.iq.fa,26,29,195,104,277,0.38857758620689653,320,0,2,1,0,0
OG0002403.iq.fa,34,58,285,100,974,0.7462222222222222,1125,0,5,1,0,4
OG0008808.iq.fa,21,24,252,101,413,0.45098039215686275,459,0,0,0,0,2
OG0004748.iq.fa,35,42,238,99,385,0.47159750818287405,451,1,2,0,0,3
OG0000265.iq.fa,47,159,390,100,693,0.5837658070831825,938,0,6,26,0,42
OG0003211.iq.fa,31,41,279,101,660,0.632673964534921,762,0,2,0,0,4
OG0000882.iq.fa,43,83,711,100,3978,0.8756487488415199,5720,0,0,6,0,19
OG0007906.iq.fa,21,29,205,99,408,0.574044927743597,482,1,0,5,0,1
OG0002723.iq.fa,35,61,238,100,943,0.7820751041448137,1094,0,5,7,0,7
OG0005233.iq.fa,28,45,280,99,916,0.7740710896230638,1241,2,4,6,0,3
OG0010592.iq.fa,23,23,227,112,282,0.21272754626147133,289,0,0,0,0,0
OG0000455.iq.fa,37,169,233,99,590,0.7924632410901027,1126,2,24,17,0,28
OG0000814.iq.fa,41,82,420,99,1171,0.6743874100243713,1291,2,10,9,0,10
OG0007594.iq.fa,22,29,403,99,1819,0.7894841091203746,1915,1,2,1,0,1
OG0006889.iq.fa,29,33,332,104,906,0.6597260953089173,978,0,0,1,0,1
OG0007668.iq.fa,22,31,226,99,879,0.7553676445001218,927,2,5,0,0,2
OG0001880.iq.fa,44,63,273,108,367,0.3448013974329764,418,0,2,3,0,8
OG0002825.iq.fa,41,58,262,101,645,0.6833194848358953,830,0,2,5,0,5
OG0000378.iq.fa,43,122,273,102,338,0.4149436585108997,467,0,11,9,0,30
OG0008015.iq.fa,27,28,103,99,126,0.3345622119815668,155,1,0,0,0,1
OG0001770.iq.fa,37,71,273,99,765,0.6779475439207684,849,1,0,7,0,14
OG0003497.iq.fa,43,62,168,106,683,0.7551575393848462,688,0,5,3,0,7
OG0002808.iq.fa,40,47,278,113,361,0.24958421746860124,371,0,2,1,0,4
OG0002285.iq.fa,30,73,245,99,529,0.6479294599275705,696,1,0,10,0,18
OG0006916.iq.fa,26,26,144,101,170,0.18383311603650587,177,0,2,0,0,0
OG0001378.iq.fa,45,69,460,100,1115,0.6306790425012213,1246,0,4,9,0,6
OG0003058.iq.fa,38,52,276,101,450,0.40853057199211046,468,0,3,5,0,2
OG0003808.iq.fa,32,44,280,104,927,0.7986151840990551,1395,0,2,3,0,3
OG0003508.iq.fa,43,45,244,114,339,0.3288888888888889,365,0,0,1,0,1
OG0005643.iq.fa,30,42,298,100,2277,0.8729213505904275,2351,0,2,5,0,6
OG0001342.iq.fa,23,55,236,102,716,0.8208698049486526,1319,0,14,3,0,11
OG0001711.iq.fa,44,82,414,100,1128,0.7291839139018021,1532,0,6,9,0,6
OG0004177.iq.fa,23,33,191,102,359,0.5633734606337346,438,0,2,3,0,2
OG0000550.iq.fa,33,149,192,99,1020,0.8544156008610865,1325,2,89,6,0,13
OG0000084.iq.fa,49,219,416,99,708,0.4795833333333333,800,1,43,16,0,39
OG0006201.iq.fa,37,39,165,99,211,0.28986464179597227,233,1,4,1,0,0
OG0003467.iq.fa,31,41,414,102,684,0.43948582729070534,740,0,2,3,0,2
OG0004934.iq.fa,24,44,135,103,186,0.6002005347593583,340,0,2,0,0,12
OG0001612.iq.fa,38,49,302,87,437,0.42841711353728634,529,1,3,1,0,5
OG0004132.iq.fa,33,53,261,100,625,0.7173886466441175,926,0,3,4,0,1
OG0001754.iq.fa,44,72,277,99,376,0.34149552395997895,422,2,3,4,0,10
OG0003422.iq.fa,29,58,266,99,828,0.6932818073721759,870,1,2,4,0,6
OG0006244.iq.fa,28,28,177,103,209,0.15003417634996583,209,0,2,0,0,0
OG0004971.iq.fa,36,45,453,103,706,0.40280701754385967,760,0,2,4,0,3
OG0002947.iq.fa,44,54,204,104,236,0.17435782556750298,248,0,2,1,0,3
OG0006695.iq.fa,23,33,274,102,902,0.7235153958944281,992,0,2,0,0,4
OG0001385.iq.fa,38,73,378,101,1440,0.7690897984117288,1637,0,4,6,0,5
OG0007196.iq.fa,32,32,161,99,206,0.23894457547169812,212,1,2,0,0,0
OG0005721.iq.fa,30,37,231,99,904,0.7539102932719954,940,1,2,3,0,1
OG0002278.iq.fa,43,47,354,101,787,0.6939584748407468,1159,0,4,1,0,1
OG0006784.iq.fa,22,28,178,99,303,0.423963133640553,310,1,2,2,0,1
OG0004133.iq.fa,43,47,259,131,322,0.380280973226102,418,0,2,1,0,2
OG0005177.iq.fa,23,45,243,100,669,0.6892862210869873,783,0,0,6,0,4
OG0000711.iq.fa,42,96,314,100,450,0.5398239522417154,684,0,6,7,0,24
OG0005271.iq.fa,41,45,294,106,378,0.31272066458982345,428,0,2,2,0,2
OG0002728.iq.fa,42,57,356,103,528,0.37268346923647144,568,0,3,2,0,4
OG0004463.iq.fa,34,49,275,101,802,0.6837203847056064,870,0,2,4,0,4
OG0002467.iq.fa,33,67,497,99,812,0.4425465059918771,893,1,0,2,0,22
OG0007201.iq.fa,26,34,230,99,366,0.41969180619351015,397,1,2,0,0,2
OG0005934.iq.fa,26,28,345,114,479,0.35386570358480474,534,0,0,2,0,0
OG0007695.iq.fa,22,32,206,103,557,0.6428108808290155,579,0,2,3,0,3
OG0000007.iq.fa,48,995,133,99,690,0.9664230586896748,3975,31,97,96,0,46
OG0000754.iq.fa,37,93,325,99,829,0.6691010316030784,985,1,0,7,0,16
OG0005132.iq.fa,24,43,366,99,1721,0.7964631513631604,1799,4,3,5,0,3
OG0006874.iq.fa,30,33,170,108,206,0.24053872053872055,225,0,2,1,0,0
OG0005971.iq.fa,32,42,274,99,457,0.441906701580836,491,1,2,3,0,3
OG0007244.iq.fa,27,35,389,108,1235,0.7145368916797489,1365,0,2,2,0,3
OG0002422.iq.fa,28,84,265,99,663,0.6385649497894396,735,1,3,6,0,18
OG0008780.iq.fa,26,28,108,100,134,0.3565051020408163,168,0,3,1,0,1
OG0000385.iq.fa,46,152,308,99,715,0.6869316966195977,984,1,9,20,0,29
OG0008255.iq.fa,26,28,195,100,279,0.4375,348,0,2,1,0,1
